localidad;provincia;ccaa;país
Bellmunt del Priorat;Tarragona;Catalunya;España
Bellvei;Tarragona;Catalunya;España
Benifallet;Tarragona;Catalunya;España
Benissanet;Tarragona;Catalunya;España
Bisbal de Falset (La);Tarragona;Catalunya;España
Bisbal del Penedès (La);Tarragona;Catalunya;España
Blancafort;Tarragona;Catalunya;España
Bonastre;Tarragona;Catalunya;España
Borges del Camp (Les);Tarragona;Catalunya;España
Bot;Tarragona;Catalunya;España
Botarell;Tarragona;Catalunya;España
Bràfim;Tarragona;Catalunya;España
Cabacés;Tarragona;Catalunya;España
Cabra del Camp;Tarragona;Catalunya;España
Calafell;Tarragona;Catalunya;España
Camarles;Tarragona;Catalunya;España
Cambrils;Tarragona;Catalunya;España
Capafonts;Tarragona;Catalunya;España
Capçanes;Tarragona;Catalunya;España
Caseres;Tarragona;Catalunya;España
Castellvell del Camp;Tarragona;Catalunya;España
Catllar (El);Tarragona;Catalunya;España
Colldejou;Tarragona;Catalunya;España
Conesa;Tarragona;Catalunya;España
Constantí;Tarragona;Catalunya;España
Corbera d'Ebre;Tarragona;Catalunya;España
Cornudella de Montsant;Tarragona;Catalunya;España
Creixell;Tarragona;Catalunya;España
Cunit;Tarragona;Catalunya;España
Deltebre;Tarragona;Catalunya;España
Duesaigües;Tarragona;Catalunya;España
Espluga de Francolí (L');Tarragona;Catalunya;España
Falset;Tarragona;Catalunya;España
Fatarella (La);Tarragona;Catalunya;España
Febró (La);Tarragona;Catalunya;España
Figuera (La);Tarragona;Catalunya;España
Figuerola del Camp;Tarragona;Catalunya;España
Flix;Tarragona;Catalunya;España
Forès;Tarragona;Catalunya;España
Freginals;Tarragona;Catalunya;España
Galera (La);Tarragona;Catalunya;España
Gandesa;Tarragona;Catalunya;España
Garcia;Tarragona;Catalunya;España
Garidells (Els);Tarragona;Catalunya;España
Ginestar;Tarragona;Catalunya;España
Godall;Tarragona;Catalunya;España
Gratallops;Tarragona;Catalunya;España
Guiamets (Els);Tarragona;Catalunya;España
Horta de Sant Joan;Tarragona;Catalunya;España
Lloar (El);Tarragona;Catalunya;España
Llorac;Tarragona;Catalunya;España
Llorenç del Penedès;Tarragona;Catalunya;España
Marçà;Tarragona;Catalunya;España
Margalef;Tarragona;Catalunya;España
Mas de Barberans;Tarragona;Catalunya;España
Masdenverge;Tarragona;Catalunya;España
Masllorenç;Tarragona;Catalunya;España
Masó (La);Tarragona;Catalunya;España
Maspujols;Tarragona;Catalunya;España
Masroig (El);Tarragona;Catalunya;España
Milà (El);Tarragona;Catalunya;España
Miravet;Tarragona;Catalunya;España
Molar (El);Tarragona;Catalunya;España
Mont-ral;Tarragona;Catalunya;España
Mont-roig del Camp;Tarragona;Catalunya;España
Montblanc;Tarragona;Catalunya;España
Montbrió del Camp;Tarragona;Catalunya;España
Montferri;Tarragona;Catalunya;España
Montmell (El);Tarragona;Catalunya;España
Móra d'Ebre;Tarragona;Catalunya;España
Móra la Nova;Tarragona;Catalunya;España
Morell (El);Tarragona;Catalunya;España
Morera de Montsant (La);Tarragona;Catalunya;España
Nou de Gaià (La);Tarragona;Catalunya;España
Nulles;Tarragona;Catalunya;España
Pallaresos (Els);Tarragona;Catalunya;España
Palma d'Ebre (La);Tarragona;Catalunya;España
Passanant i Belltall;Tarragona;Catalunya;España
Paüls;Tarragona;Catalunya;España
Perafort;Tarragona;Catalunya;España
Perelló (El);Tarragona;Catalunya;España
Piles (Les);Tarragona;Catalunya;España
Pinell de Brai (El);Tarragona;Catalunya;España
Pira;Tarragona;Catalunya;España
Pla de Santa Maria (El);Tarragona;Catalunya;España
Pobla de Mafumet (La);Tarragona;Catalunya;España
Pobla de Massaluca (La);Tarragona;Catalunya;España
Pobla de Montornès (La);Tarragona;Catalunya;España
Poboleda;Tarragona;Catalunya;España
Pont d'Armentera (El);Tarragona;Catalunya;España
Pontils;Tarragona;Catalunya;España
Porrera;Tarragona;Catalunya;España
Pradell de la Teixeta;Tarragona;Catalunya;España
Prades;Tarragona;Catalunya;España
Prat de Comte;Tarragona;Catalunya;España
Pratdip;Tarragona;Catalunya;España
Puigpelat;Tarragona;Catalunya;España
Querol;Tarragona;Catalunya;España
Rasquera;Tarragona;Catalunya;España
Renau;Tarragona;Catalunya;España
Reus;Tarragona;Catalunya;España
Riba-roja d'Ebre;Tarragona;Catalunya;España
Riba (La);Tarragona;Catalunya;España
Riera de Gaià (La);Tarragona;Catalunya;España
Riudecanyes;Tarragona;Catalunya;España
Riudecols;Tarragona;Catalunya;España
Riudoms;Tarragona;Catalunya;España
Rocafort de Queralt;Tarragona;Catalunya;España
Roda de Barà;Tarragona;Catalunya;España
Rodonyà;Tarragona;Catalunya;España
Roquetes;Tarragona;Catalunya;España
Rourell (El);Tarragona;Catalunya;España
Salomó;Tarragona;Catalunya;España
Salou;Tarragona;Catalunya;España
Sant Carles de la Ràpita;Tarragona;Catalunya;España
Sant Jaume d'Enveja;Tarragona;Catalunya;España
Sant Jaume dels Domenys;Tarragona;Catalunya;España
Santa Bàrbara;Tarragona;Catalunya;España
Santa Coloma de Queralt;Tarragona;Catalunya;España
Santa Oliva;Tarragona;Catalunya;España
Sarral;Tarragona;Catalunya;España
Savallà del Comtat;Tarragona;Catalunya;España
Secuita (La);Tarragona;Catalunya;España
Selva del Camp (La);Tarragona;Catalunya;España
Senan;Tarragona;Catalunya;España
Sénia (La);Tarragona;Catalunya;España
Solivella;Tarragona;Catalunya;España
Tarragona;Tarragona;Catalunya;España
Tivenys;Tarragona;Catalunya;España
Tivissa;Tarragona;Catalunya;España
Torre de Fontaubella (La);Tarragona;Catalunya;España
Torre de l'Espanyol (La);Tarragona;Catalunya;España
Torredembarra;Tarragona;Catalunya;España
Torroja del Priorat;Tarragona;Catalunya;España
Tortosa;Tarragona;Catalunya;España
Ulldecona;Tarragona;Catalunya;España
Ulldemolins;Tarragona;Catalunya;España
Vallclara;Tarragona;Catalunya;España
Vallfogona de Riucorb;Tarragona;Catalunya;España
Vallmoll;Tarragona;Catalunya;España
Valls;Tarragona;Catalunya;España
Vandellòs i l'Hospitalet de l'Infant;Tarragona;Catalunya;España
Vendrell (El);Tarragona;Catalunya;España
Vespella de Gaià;Tarragona;Catalunya;España
Vila-rodona;Tarragona;Catalunya;España
Vila-seca;Tarragona;Catalunya;España
Vilabella;Tarragona;Catalunya;España
Vilalba dels Arcs;Tarragona;Catalunya;España
Vilallonga del Camp;Tarragona;Catalunya;España
Vilanova d'Escornalbou;Tarragona;Catalunya;España
Vilanova de Prades;Tarragona;Catalunya;España
Vilaplana;Tarragona;Catalunya;España
Vilaverd;Tarragona;Catalunya;España
Vilella Alta (La);Tarragona;Catalunya;España
Vilella Baixa (La);Tarragona;Catalunya;España
Vimbodí i Poblet;Tarragona;Catalunya;España
Vinebre;Tarragona;Catalunya;España
Vinyols i els Arcs;Tarragona;Catalunya;España
Xerta;Tarragona;Catalunya;España
Ceuta;Ceuta;Ceuta y Melilla;España
Melilla;Melilla;Ceuta y Melilla;España
Acedera;Badajoz;Extremadura;España
Aceuchal;Badajoz;Extremadura;España
Ahillones;Badajoz;Extremadura;España
Alange;Badajoz;Extremadura;España
Albuera (La);Badajoz;Extremadura;España
Alburquerque;Badajoz;Extremadura;España
Alconchel;Badajoz;Extremadura;España
Alconera;Badajoz;Extremadura;España
Aljucén;Badajoz;Extremadura;España
Almendral;Badajoz;Extremadura;España
Almendralejo;Badajoz;Extremadura;España
Arroyo de San Serván;Badajoz;Extremadura;España
Atalaya;Badajoz;Extremadura;España
Azuaga;Badajoz;Extremadura;España
Badajoz;Badajoz;Extremadura;España
Barcarrota;Badajoz;Extremadura;España
Baterno;Badajoz;Extremadura;España
Benquerencia de la Serena;Badajoz;Extremadura;España
Berlanga;Badajoz;Extremadura;España
Bienvenida;Badajoz;Extremadura;España
Bodonal de la Sierra;Badajoz;Extremadura;España
Burguillos del Cerro;Badajoz;Extremadura;España
Cabeza del Buey;Badajoz;Extremadura;España
Cabeza la Vaca;Badajoz;Extremadura;España
Calamonte;Badajoz;Extremadura;España
Calera de León;Badajoz;Extremadura;España
Calzadilla de los Barros;Badajoz;Extremadura;España
Campanario;Badajoz;Extremadura;España
Campillo de Llerena;Badajoz;Extremadura;España
Capilla;Badajoz;Extremadura;España
Carmonita;Badajoz;Extremadura;España
Carrascalejo (El);Badajoz;Extremadura;España
Casas de Don Pedro;Badajoz;Extremadura;España
Casas de Reina;Badajoz;Extremadura;España
Castilblanco;Badajoz;Extremadura;España
Castuera;Badajoz;Extremadura;España
Cheles;Badajoz;Extremadura;España
Codosera (La);Badajoz;Extremadura;España
Cordobilla de Lácara;Badajoz;Extremadura;España
Coronada (La);Badajoz;Extremadura;España
Corte de Peleas;Badajoz;Extremadura;España
Cristina;Badajoz;Extremadura;España
Don Álvaro;Badajoz;Extremadura;España
Don Benito;Badajoz;Extremadura;España
Entrín Bajo;Badajoz;Extremadura;España
Esparragalejo;Badajoz;Extremadura;España
Esparragosa de la Serena;Badajoz;Extremadura;España
Esparragosa de Lares;Badajoz;Extremadura;España
Feria;Badajoz;Extremadura;España
Fregenal de la Sierra;Badajoz;Extremadura;España
Fuenlabrada de los Montes;Badajoz;Extremadura;España
Fuente de Cantos;Badajoz;Extremadura;España
Fuente del Arco;Badajoz;Extremadura;España
Fuente del Maestre;Badajoz;Extremadura;España
Fuentes de León;Badajoz;Extremadura;España
Garbayuela;Badajoz;Extremadura;España
Garlitos;Badajoz;Extremadura;España
Garrovilla (La);Badajoz;Extremadura;España
Granja de Torrehermosa;Badajoz;Extremadura;España
Guareña;Badajoz;Extremadura;España
Haba (La);Badajoz;Extremadura;España
Helechosa de los Montes;Badajoz;Extremadura;España
Herrera del Duque;Badajoz;Extremadura;España
Higuera de la Serena;Badajoz;Extremadura;España
Higuera de Llerena;Badajoz;Extremadura;España
Higuera de Vargas;Badajoz;Extremadura;España
Higuera la Real;Badajoz;Extremadura;España
Hinojosa del Valle;Badajoz;Extremadura;España
Hornachos;Badajoz;Extremadura;España
Jerez de los Caballeros;Badajoz;Extremadura;España
Lapa (La);Badajoz;Extremadura;España
Llera;Badajoz;Extremadura;España
Llerena;Badajoz;Extremadura;España
Lobón;Badajoz;Extremadura;España
Magacela;Badajoz;Extremadura;España
Maguilla;Badajoz;Extremadura;España
Malcocinado;Badajoz;Extremadura;España
Malpartida de la Serena;Badajoz;Extremadura;España
Manchita;Badajoz;Extremadura;España
Medellín;Badajoz;Extremadura;España
Medina de las Torres;Badajoz;Extremadura;España
Mengabril;Badajoz;Extremadura;España
Mérida;Badajoz;Extremadura;España
Mirandilla;Badajoz;Extremadura;España
Monesterio;Badajoz;Extremadura;España
Montemolín;Badajoz;Extremadura;España
Monterrubio de la Serena;Badajoz;Extremadura;España
Montijo;Badajoz;Extremadura;España
Morera (La);Badajoz;Extremadura;España
Nava de Santiago (La);Badajoz;Extremadura;España
Navalvillar de Pela;Badajoz;Extremadura;España
Nogales;Badajoz;Extremadura;España
Oliva de la Frontera;Badajoz;Extremadura;España
Oliva de Mérida;Badajoz;Extremadura;España
Olivenza;Badajoz;Extremadura;España
Orellana de la Sierra;Badajoz;Extremadura;España
Orellana la Vieja;Badajoz;Extremadura;España
Palomas;Badajoz;Extremadura;España
Parra (La);Badajoz;Extremadura;España
Peñalsordo;Badajoz;Extremadura;España
Peraleda del Zaucejo;Badajoz;Extremadura;España
Puebla de Alcocer;Badajoz;Extremadura;España
Puebla de la Calzada;Badajoz;Extremadura;España
Puebla de la Reina;Badajoz;Extremadura;España
Puebla de Obando;Badajoz;Extremadura;España
Puebla de Sancho Pérez;Badajoz;Extremadura;España
Puebla del Maestre;Badajoz;Extremadura;España
Puebla del Prior;Badajoz;Extremadura;España
Pueblonuevo del Guadiana;Badajoz;Extremadura;España
Quintana de la Serena;Badajoz;Extremadura;España
Reina;Badajoz;Extremadura;España
Rena;Badajoz;Extremadura;España
Retamal de Llerena;Badajoz;Extremadura;España
Ribera del Fresno;Badajoz;Extremadura;España
Risco;Badajoz;Extremadura;España
Roca de la Sierra (La);Badajoz;Extremadura;España
Salvaleón;Badajoz;Extremadura;España
Salvatierra de los Barros;Badajoz;Extremadura;España
San Pedro de Mérida;Badajoz;Extremadura;España
San Vicente de Alcántara;Badajoz;Extremadura;España
Sancti-Spíritus;Badajoz;Extremadura;España
Santa Amalia;Badajoz;Extremadura;España
Santa Marta;Badajoz;Extremadura;España
Santos de Maimona (Los);Badajoz;Extremadura;España
Segura de León;Badajoz;Extremadura;España
Siruela;Badajoz;Extremadura;España
Solana de los Barros;Badajoz;Extremadura;España
Talarrubias;Badajoz;Extremadura;España
Talavera la Real;Badajoz;Extremadura;España
Táliga;Badajoz;Extremadura;España
Tamurejo;Badajoz;Extremadura;España
Torre de Miguel Sesmero;Badajoz;Extremadura;España
Torremayor;Badajoz;Extremadura;España
Torremejía;Badajoz;Extremadura;España
Trasierra;Badajoz;Extremadura;España
Trujillanos;Badajoz;Extremadura;España
Usagre;Badajoz;Extremadura;España
Valdecaballeros;Badajoz;Extremadura;España
Valdelacalzada;Badajoz;Extremadura;España
Valdetorres;Badajoz;Extremadura;España
Valencia de las Torres;Badajoz;Extremadura;España
Valencia del Mombuey;Badajoz;Extremadura;España
Valencia del Ventoso;Badajoz;Extremadura;España
Valle de la Serena;Badajoz;Extremadura;España
Valle de Matamoros;Badajoz;Extremadura;España
Valle de Santa Ana;Badajoz;Extremadura;España
Valverde de Burguillos;Badajoz;Extremadura;España
Valverde de Leganés;Badajoz;Extremadura;España
Valverde de Llerena;Badajoz;Extremadura;España
Valverde de Mérida;Badajoz;Extremadura;España
Villafranca de los Barros;Badajoz;Extremadura;España
Villagarcía de la Torre;Badajoz;Extremadura;España
Villagonzalo;Badajoz;Extremadura;España
Villalba de los Barros;Badajoz;Extremadura;España
Villanueva de la Serena;Badajoz;Extremadura;España
Villanueva del Fresno;Badajoz;Extremadura;España
Villar de Rena;Badajoz;Extremadura;España
Villar del Rey;Badajoz;Extremadura;España
Villarta de los Montes;Badajoz;Extremadura;España
Zafra;Badajoz;Extremadura;España
Zahínos;Badajoz;Extremadura;España
Zalamea de la Serena;Badajoz;Extremadura;España
Zarza-Capilla;Badajoz;Extremadura;España
Zarza (La);Badajoz;Extremadura;España
Abadía;Cáceres;Extremadura;España
Abertura;Cáceres;Extremadura;España
Acebo;Cáceres;Extremadura;España
Acehúche;Cáceres;Extremadura;España
Aceituna;Cáceres;Extremadura;España
Ahigal;Cáceres;Extremadura;España
Albalá;Cáceres;Extremadura;España
Alcántara;Cáceres;Extremadura;España
Alcollarín;Cáceres;Extremadura;España
Alcuéscar;Cáceres;Extremadura;España
Aldea del Cano;Cáceres;Extremadura;España
Aldea del Obispo (La);Cáceres;Extremadura;España
Aldeacentenera;Cáceres;Extremadura;España
Aldeanueva de la Vera;Cáceres;Extremadura;España
Aldeanueva del Camino;Cáceres;Extremadura;España
Aldehuela de Jerte;Cáceres;Extremadura;España
Alía;Cáceres;Extremadura;España
Aliseda;Cáceres;Extremadura;España
Almaraz;Cáceres;Extremadura;España
Almoharín;Cáceres;Extremadura;España
Arroyo de la Luz;Cáceres;Extremadura;España
Arroyomolinos;Cáceres;Extremadura;España
Arroyomolinos de la Vera;Cáceres;Extremadura;España
Baños de Montemayor;Cáceres;Extremadura;España
Barrado;Cáceres;Extremadura;España
Belvís de Monroy;Cáceres;Extremadura;España
Benquerencia;Cáceres;Extremadura;España
Berrocalejo;Cáceres;Extremadura;España
Berzocana;Cáceres;Extremadura;España
Bohonal de Ibor;Cáceres;Extremadura;España
Botija;Cáceres;Extremadura;España
Brozas;Cáceres;Extremadura;España
Cabañas del Castillo;Cáceres;Extremadura;España
Cabezabellosa;Cáceres;Extremadura;España
Cabezuela del Valle;Cáceres;Extremadura;España
Cabrero;Cáceres;Extremadura;España
Cáceres;Cáceres;Extremadura;España
Cachorrilla;Cáceres;Extremadura;España
Cadalso;Cáceres;Extremadura;España
Calzadilla;Cáceres;Extremadura;España
Caminomorisco;Cáceres;Extremadura;España
Campillo de Deleitosa;Cáceres;Extremadura;España
Campo Lugar;Cáceres;Extremadura;España
Cañamero;Cáceres;Extremadura;España
Cañaveral;Cáceres;Extremadura;España
Carbajo;Cáceres;Extremadura;España
Carcaboso;Cáceres;Extremadura;España
Carrascalejo;Cáceres;Extremadura;España
Casar de Cáceres;Cáceres;Extremadura;España
Casar de Palomero;Cáceres;Extremadura;España
Casares de las Hurdes;Cáceres;Extremadura;España
Casas de Don Antonio;Cáceres;Extremadura;España
Casas de Don Gómez;Cáceres;Extremadura;España
Casas de Millán;Cáceres;Extremadura;España
Casas de Miravete;Cáceres;Extremadura;España
Casas del Castañar;Cáceres;Extremadura;España
Casas del Monte;Cáceres;Extremadura;España
Casatejada;Cáceres;Extremadura;España
Casillas de Coria;Cáceres;Extremadura;España
Castañar de Ibor;Cáceres;Extremadura;España
Ceclavín;Cáceres;Extremadura;España
Cedillo;Cáceres;Extremadura;España
Cerezo;Cáceres;Extremadura;España
Cilleros;Cáceres;Extremadura;España
Collado;Cáceres;Extremadura;España
Conquista de la Sierra;Cáceres;Extremadura;España
Coria;Cáceres;Extremadura;España
Cuacos de Yuste;Cáceres;Extremadura;España
Cumbre (La);Cáceres;Extremadura;España
Deleitosa;Cáceres;Extremadura;España
Descargamaría;Cáceres;Extremadura;España
Eljas;Cáceres;Extremadura;España
Escurial;Cáceres;Extremadura;España
Fresnedoso de Ibor;Cáceres;Extremadura;España
Galisteo;Cáceres;Extremadura;España
Garciaz;Cáceres;Extremadura;España
Garganta (La);Cáceres;Extremadura;España
Garganta la Olla;Cáceres;Extremadura;España
Gargantilla;Cáceres;Extremadura;España
Gargüera;Cáceres;Extremadura;España
Garrovillas de Alconétar;Cáceres;Extremadura;España
Garvín;Cáceres;Extremadura;España
Gata;Cáceres;Extremadura;España
Gordo (El);Cáceres;Extremadura;España
Granja (La);Cáceres;Extremadura;España
Guadalupe;Cáceres;Extremadura;España
Guijo de Coria;Cáceres;Extremadura;España
Guijo de Galisteo;Cáceres;Extremadura;España
Guijo de Granadilla;Cáceres;Extremadura;España
Guijo de Santa Bárbara;Cáceres;Extremadura;España
Herguijuela;Cáceres;Extremadura;España
Hernán-Pérez;Cáceres;Extremadura;España
Herrera de Alcántara;Cáceres;Extremadura;España
Herreruela;Cáceres;Extremadura;España
Hervás;Cáceres;Extremadura;España
Higuera;Cáceres;Extremadura;España
Hinojal;Cáceres;Extremadura;España
Holguera;Cáceres;Extremadura;España
Hoyos;Cáceres;Extremadura;España
Huélaga;Cáceres;Extremadura;España
Ibahernando;Cáceres;Extremadura;España
Jaraicejo;Cáceres;Extremadura;España
Jaraíz de la Vera;Cáceres;Extremadura;España
Jarandilla de la Vera;Cáceres;Extremadura;España
Jarilla;Cáceres;Extremadura;España
Jerte;Cáceres;Extremadura;España
Ladrillar;Cáceres;Extremadura;España
Logrosán;Cáceres;Extremadura;España
Losar de la Vera;Cáceres;Extremadura;España
Madrigal de la Vera;Cáceres;Extremadura;España
Madrigalejo;Cáceres;Extremadura;España
Madroñera;Cáceres;Extremadura;España
Majadas;Cáceres;Extremadura;España
Malpartida de Cáceres;Cáceres;Extremadura;España
Malpartida de Plasencia;Cáceres;Extremadura;España
Marchagaz;Cáceres;Extremadura;España
Mata de Alcántara;Cáceres;Extremadura;España
Membrío;Cáceres;Extremadura;España
Mesas de Ibor;Cáceres;Extremadura;España
Miajadas;Cáceres;Extremadura;España
Millanes;Cáceres;Extremadura;España
Mirabel;Cáceres;Extremadura;España
Mohedas de Granadilla;Cáceres;Extremadura;España
Monroy;Cáceres;Extremadura;España
Montánchez;Cáceres;Extremadura;España
Montehermoso;Cáceres;Extremadura;España
Moraleja;Cáceres;Extremadura;España
Morcillo;Cáceres;Extremadura;España
Navaconcejo;Cáceres;Extremadura;España
Navalmoral de la Mata;Cáceres;Extremadura;España
Navalvillar de Ibor;Cáceres;Extremadura;España
Navas del Madroño;Cáceres;Extremadura;España
Navezuelas;Cáceres;Extremadura;España
Nuñomoral;Cáceres;Extremadura;España
Oliva de Plasencia;Cáceres;Extremadura;España
Palomero;Cáceres;Extremadura;España
Pasarón de la Vera;Cáceres;Extremadura;España
Pedroso de Acim;Cáceres;Extremadura;España
Peraleda de la Mata;Cáceres;Extremadura;España
Peraleda de San Román;Cáceres;Extremadura;España
Perales del Puerto;Cáceres;Extremadura;España
Pescueza;Cáceres;Extremadura;España
Pesga (La);Cáceres;Extremadura;España
Piedras Albas;Cáceres;Extremadura;España
Pinofranqueado;Cáceres;Extremadura;España
Piornal;Cáceres;Extremadura;España
Plasencia;Cáceres;Extremadura;España
Plasenzuela;Cáceres;Extremadura;España
Portaje;Cáceres;Extremadura;España
Portezuelo;Cáceres;Extremadura;España
Pozuelo de Zarzón;Cáceres;Extremadura;España
Puerto de Santa Cruz;Cáceres;Extremadura;España
Rebollar;Cáceres;Extremadura;España
Riolobos;Cáceres;Extremadura;España
Robledillo de Gata;Cáceres;Extremadura;España
Robledillo de la Vera;Cáceres;Extremadura;España
Robledillo de Trujillo;Cáceres;Extremadura;España
Robledollano;Cáceres;Extremadura;España
Romangordo;Cáceres;Extremadura;España
Rosalejo;Cáceres;Extremadura;España
Ruanes;Cáceres;Extremadura;España
Salorino;Cáceres;Extremadura;España
Salvatierra de Santiago;Cáceres;Extremadura;España
San Martín de Trevejo;Cáceres;Extremadura;España
Santa Ana;Cáceres;Extremadura;España
Santa Cruz de la Sierra;Cáceres;Extremadura;España
Santa Cruz de Paniagua;Cáceres;Extremadura;España
Santa Marta de Magasca;Cáceres;Extremadura;España
Santiago de Alcántara;Cáceres;Extremadura;España
Santiago del Campo;Cáceres;Extremadura;España
Santibáñez el Alto;Cáceres;Extremadura;España
Santibáñez el Bajo;Cáceres;Extremadura;España
Saucedilla;Cáceres;Extremadura;España
Segura de Toro;Cáceres;Extremadura;España
Serradilla;Cáceres;Extremadura;España
Serrejón;Cáceres;Extremadura;España
Sierra de Fuentes;Cáceres;Extremadura;España
Talaván;Cáceres;Extremadura;España
Talaveruela de la Vera;Cáceres;Extremadura;España
Talayuela;Cáceres;Extremadura;España
Tejeda de Tiétar;Cáceres;Extremadura;España
Toril;Cáceres;Extremadura;España
Tornavacas;Cáceres;Extremadura;España
Torno (El);Cáceres;Extremadura;España
Torre de Don Miguel;Cáceres;Extremadura;España
Torre de Santa María;Cáceres;Extremadura;España
Torrecilla de los Ángeles;Cáceres;Extremadura;España
Torrecillas de la Tiesa;Cáceres;Extremadura;España
Torrejón el Rubio;Cáceres;Extremadura;España
Torrejoncillo;Cáceres;Extremadura;España
Torremenga;Cáceres;Extremadura;España
Torremocha;Cáceres;Extremadura;España
Torreorgaz;Cáceres;Extremadura;España
Torrequemada;Cáceres;Extremadura;España
Trujillo;Cáceres;Extremadura;España
Valdastillas;Cáceres;Extremadura;España
Valdecañas de Tajo;Cáceres;Extremadura;España
Valdefuentes;Cáceres;Extremadura;España
Valdehúncar;Cáceres;Extremadura;España
Valdelacasa de Tajo;Cáceres;Extremadura;España
Valdemorales;Cáceres;Extremadura;España
Valdeobispo;Cáceres;Extremadura;España
Valencia de Alcántara;Cáceres;Extremadura;España
Valverde de la Vera;Cáceres;Extremadura;España
Valverde del Fresno;Cáceres;Extremadura;España
Viandar de la Vera;Cáceres;Extremadura;España
Villa del Campo;Cáceres;Extremadura;España
Villa del Rey;Cáceres;Extremadura;España
Villamesías;Cáceres;Extremadura;España
Villamiel;Cáceres;Extremadura;España
Villanueva de la Sierra;Cáceres;Extremadura;España
Villanueva de la Vera;Cáceres;Extremadura;España
Villar de Plasencia;Cáceres;Extremadura;España
Villar del Pedroso;Cáceres;Extremadura;España
Villasbuenas de Gata;Cáceres;Extremadura;España
Zarza de Granadilla;Cáceres;Extremadura;España
Zarza de Montánchez;Cáceres;Extremadura;España
Zarza la Mayor;Cáceres;Extremadura;España
Zorita;Cáceres;Extremadura;España
Abegondo;A Coruña;Galicia;España
Ames;A Coruña;Galicia;España
Aranga;A Coruña;Galicia;España
Ares;A Coruña;Galicia;España
Arteixo;A Coruña;Galicia;España
Arzúa;A Coruña;Galicia;España
Baña (A);A Coruña;Galicia;España
Bergondo;A Coruña;Galicia;España
Betanzos;A Coruña;Galicia;España
Boimorto;A Coruña;Galicia;España
Boiro;A Coruña;Galicia;España
Boqueixón;A Coruña;Galicia;España
Brión;A Coruña;Galicia;España
Cabana de Bergantiños;A Coruña;Galicia;España
Cabanas;A Coruña;Galicia;España
Camariñas;A Coruña;Galicia;España
Cambre;A Coruña;Galicia;España
Capela (A);A Coruña;Galicia;España
Carballo;A Coruña;Galicia;España
Cariño;A Coruña;Galicia;España
Carnota;A Coruña;Galicia;España
Carral;A Coruña;Galicia;España
Cedeira;A Coruña;Galicia;España
Cee;A Coruña;Galicia;España
Cerceda;A Coruña;Galicia;España
Cerdido;A Coruña;Galicia;España
Cesuras;A Coruña;Galicia;España
Coirós;A Coruña;Galicia;España
Corcubión;A Coruña;Galicia;España
Coristanco;A Coruña;Galicia;España
A Coruña;A Coruña;Galicia;España
Culleredo;A Coruña;Galicia;España
Curtis;A Coruña;Galicia;España
Dodro;A Coruña;Galicia;España
Dumbría;A Coruña;Galicia;España
Fene;A Coruña;Galicia;España
Ferrol;A Coruña;Galicia;España
Fisterra;A Coruña;Galicia;España
Frades;A Coruña;Galicia;España
Irixoa;A Coruña;Galicia;España
Laracha (A);A Coruña;Galicia;España
Laxe;A Coruña;Galicia;España
Lousame;A Coruña;Galicia;España
Malpica de Bergantiños;A Coruña;Galicia;España
Mañón;A Coruña;Galicia;España
Mazaricos;A Coruña;Galicia;España
Melide;A Coruña;Galicia;España
Mesía;A Coruña;Galicia;España
Miño;A Coruña;Galicia;España
Moeche;A Coruña;Galicia;España
Monfero;A Coruña;Galicia;España
Mugardos;A Coruña;Galicia;España
Muros;A Coruña;Galicia;España
Muxía;A Coruña;Galicia;España
Narón;A Coruña;Galicia;España
Neda;A Coruña;Galicia;España
Negreira;A Coruña;Galicia;España
Noia;A Coruña;Galicia;España
Oleiros;A Coruña;Galicia;España
Ordes;A Coruña;Galicia;España
Oroso;A Coruña;Galicia;España
Ortigueira;A Coruña;Galicia;España
Outes;A Coruña;Galicia;España
Oza dos Ríos;A Coruña;Galicia;España
Paderne;A Coruña;Galicia;España
Padrón;A Coruña;Galicia;España
Pino (O);A Coruña;Galicia;España
Pobra do Caramiñal (A);A Coruña;Galicia;España
Ponteceso;A Coruña;Galicia;España
Pontedeume;A Coruña;Galicia;España
Pontes de García Rodríguez (As);A Coruña;Galicia;España
Porto do Son;A Coruña;Galicia;España
Rianxo;A Coruña;Galicia;España
Ribeira;A Coruña;Galicia;España
Rois;A Coruña;Galicia;España
Sada;A Coruña;Galicia;España
San Sadurniño;A Coruña;Galicia;España
Santa Comba;A Coruña;Galicia;España
Santiago de Compostela;A Coruña;Galicia;España
Santiso;A Coruña;Galicia;España
Sobrado;A Coruña;Galicia;España
Somozas (As);A Coruña;Galicia;España
Teo;A Coruña;Galicia;España
Toques;A Coruña;Galicia;España
Tordoia;A Coruña;Galicia;España
Touro;A Coruña;Galicia;España
Trazo;A Coruña;Galicia;España
Val do Dubra;A Coruña;Galicia;España
Valdoviño;A Coruña;Galicia;España
Vedra;A Coruña;Galicia;España
Vilarmaior;A Coruña;Galicia;España
Vilasantar;A Coruña;Galicia;España
Vimianzo;A Coruña;Galicia;España
Zas;A Coruña;Galicia;España
Abadín;Lugo;Galicia;España
Alfoz;Lugo;Galicia;España
Antas de Ulla;Lugo;Galicia;España
Baleira;Lugo;Galicia;España
Baralla;Lugo;Galicia;España
Barreiros;Lugo;Galicia;España
Becerreá;Lugo;Galicia;España
Begonte;Lugo;Galicia;España
